indice,titulo,identificador,estado_metadatos,cant_errores,cant_distribuciones
443,Producción Hidrocarburos - Yacimientos Según Profundidad Promedio,f12cd422-8d6c-4659-80ff-0a1c59a2b5fc,ERROR,1,2
444,Producción de hidrocarburos - Yacimientos,aa8d60f7-74fa-4aff-9ca9-9bb63f4293ea,ERROR,1,2
445,Producción de hidrocarburos - Puntos de Venteo Declarados,ea7353b8-5d56-4318-9370-2e7d46f14f22,ERROR,1,2
446,Producción de hidrocarburos - Productores de GLP,2499d0de-0f67-4076-905b-67b8e8f4d916,ERROR,1,2
447,Producción de hidrocarburos - Lotes de Explotación,8eb600c3-20b1-4a69-8aed-5358974e0e53,ERROR,1,2
448,Producción de hidrocarburos - Concesiones de Explotación,502a9a94-f667-4d09-ae07-fcf302a5dae9,ERROR,1,3
449,Producción Gas Natural desde 1950,3f66258f-e5e1-4846-bf24-9dac59d86b26,ERROR,1,1
450,Producción de GLP por planta,6519e2ee-0f6b-49ba-ab5b-f776cb1fae31,ERROR,1,2
451,Producción de GLP,2ae262a0-6cc7-4982-a7c4-f947dc6d4cdc,ERROR,1,2
452,Producción de combustibles,78a276e9-50e9-4a98-975c-a0ec6960e530,ERROR,1,1
453,Principales productos exportados por rubro,e5d380e8-16f4-46db-872b-433696803deb,ERROR,1,1
454,Producción y exploración de hidrocarburos - Pozos de Petróleo y Gas,84df8f30-bacd-4951-a98b-520d6949806a,ERROR,1,2
455,Perforación de pozos de petróleo y gas,d75e1c5c-e5db-483c-afab-9d04cacfb62a,ERROR,1,7
456,Participación de importaciones mineras por rubro,14661610-9f6e-47dd-b683-156d105f77ec,ERROR,1,1
457,Obras de transmisión y distribución,d5b1b8fa-a9c4-4df2-8376-5dc617f1a8b6,ERROR,1,1
458,Obras de generación de electricidad,036d87e5-11a4-481b-bbb7-d55026963fc1,ERROR,1,1
459,Obras de GAS,1f81adbe-df3d-494c-943d-3f33bf4c7483,ERROR,1,1
460,Notas y multas a empresas de GLP,19ec0c26-0117-4a6c-8028-4ee982f886e5,ERROR,1,3
461,Padrón de medidores de petróleo y gas,51144cef-5e05-461c-9e47-9fefb11f0210,ERROR,1,4
462,Energías renovables - Irradiancia normal directa,f9fac8bd-bbed-496e-8bbb-54e00b4ef342,ERROR,1,2
463,Inversiones en mercado de hidrocarburos upstream,27e52f51-35f5-4c22-bf0b-c3a885ea81e6,ERROR,1,4
464,Instalaciones de hidrocarburos - Puertos regasificadores de GNL,27880d31-8cdc-4d23-bd5a-40efabdc5d29,ERROR,1,2
465,Instalaciones de hidrocarburos - Instalaciones Res. 319/1993 (P. Característicos),0433a420-8ea4-4a42-bb55-e1e54d4c0c5c,ERROR,1,2
466,Instalaciones de hidrocarburos - Instalaciones empadronads Res. 318/2010,c8d8866a-2eee-49fc-b643-73f0a7457396,ERROR,1,2
467,Instalaciones de hidrocarburos - Ductos Res. 319/1993,d4148c4b-6568-4188-a016-04aed259c21f,ERROR,1,2
468,Importaciones mineras por rubro,7cb14771-6fd2-47b4-9c16-a4de64b0f3fb,ERROR,1,1
469,Importaciones en el marco del régimen de inversiones mineras,2c01b2f4-b028-4d69-928c-72f81117f2a1,ERROR,1,1
470,GLP: Distancia de áreas urbanas a depósitos y fraccionadoras,565d0b57-0fc8-48a3-a0a5-0353ef461764,ERROR,1,3
471,Geología - Yacimientos Minerales,81bd0fc0-b26b-48b8-9e74-cc66179f467f,ERROR,1,2
472,Generación Eléctrica - Pequeños Aprovechamientos Hidroeléctricos (PAH),d003f3bd-b315-406d-ae4b-e6da5e5da827,ERROR,1,2
473,Generación Eléctrica - Centrales de generación,d8f2257f-6dff-4107-a00c-839960e043be,ERROR,1,2
474,Generación Eléctrica Bruta Asociada a redes desde 1930,d1cedf9f-877a-4b58-b6ab-5fb3335a122a,ERROR,1,1
475,"Gas Entregado, por Tipo de Usuario y por cuenta de Terceros",bfba9b94-ac7a-4c05-b448-3b010a756606,ERROR,1,1
476,"Gas Entregado, por Tipo de Usuario",fbe2aec2-1d10-49bd-b629-232480fea884,ERROR,1,1
477,Gas natural entregado por provincia,8e947cf0-109e-4a60-adb4-5fa74bcbfb75,ERROR,1,1
478,Gas natural entregado por área de licencia,3242b2a3-ff7e-452e-8482-d32c9623fdf5,ERROR,1,1
479,Gas natural entregado a grandes usuarios por provincia,d71e814d-96f9-4d4c-9159-09f4c1e12c9d,ERROR,1,1
480,Gas natural entregado a grandes usuarios por distribuidora,b332244f-4d6a-4cde-9d84-b70dba6fee60,ERROR,1,1
481,Exportaciones mineras por rubro,f70aa998-23b3-448e-8d56-a53987150c22,ERROR,1,1
482,Exportaciones minerales y derivados por provincia,a33e4f08-61b1-4a3b-8f7d-5940719b80be,ERROR,1,1
483,Exploración de hidrocarburos - Inventario de Sísmicas 3D,ee34707c-fd40-4bf3-a610-e1e1e92bfba2,ERROR,1,2
484,Exploración de hidrocarburos - Permisos de Exploración,fae3000f-ad68-4edc-b0c5-11138e3d27e9,ERROR,1,2
485,Exploración de Hidrocarburos -  Inventario de Líneas Sísmicas 2D,31353390-4286-408a-87dc-3098c9e37484,ERROR,1,2
486,Exploración Hidrocarburos Cuencas Sedimentarias,6d7d4c97-ce16-4831-ac9e-035f9dadb435,ERROR,1,3
487,Estado de pozos de petróleo y gas,fafd71b2-3741-491d-b727-2cfac80e4510,ERROR,1,3
488,Refinerías de Aceite Vegetal,532e303b-07be-425c-b5ab-87cfc571dbf3,ERROR,1,2
489,Energías renovables - Radiación Solar Incidente,8b021987-6820-432c-864e-5e5532793c56,ERROR,1,24
490,Energías renovables - Puntos de Interés Geotérmico,93cdb6dc-a44c-4f52-8a7f-f297a690dea3,ERROR,1,2
491,Plantas Productoras de Aceite Vegetal,7c991b88-74bc-47ac-96ae-6f8a88385768,ERROR,1,2
492,Energías renovables - Plantas de biocombustibles,32c7ca82-80b1-45a8-870b-3aa0fadc22e9,ERROR,1,2
493,Energías Renovables - Balance por radio censal de Energía derivada de la Biomasa WISDOM,e9632ba6-ea97-4d8a-903f-335754e2dec1,ERROR,1,8
494,Elaboración de combustibles,a8f25a48-9917-4235-9277-484cdde1ecd6,ERROR,1,3
495,Distribución de gas natural - Concesiones de empresas distribuidoras,c779e2c7-c924-45c2-bb07-505e2bf24095,ERROR,1,2
496,Distribución Eléctrica Edesur,5adef7be-4a1b-4136-99b3-14570b214249,ERROR,1,8
497,Distribución Eléctrica Edenor,71073463-cd99-4c9d-9ba3-5e42998d5cc7,ERROR,1,16
498,Distribución Eléctrica Edelap,4ddfa87a-39f1-4bf4-8ff3-3bf7310bf895,ERROR,1,10
499,Distribución Eléctrica - Concesiones de empresas distribuidoras,49fbeaa1-bd8e-4101-ba6e-72fc4dc32f9a,ERROR,1,2
500,Distribución Eléctrica - Áreas de distribución de cooperativas,aa1d068b-1d4f-48ea-aa10-e0797024a063,ERROR,1,2
501,Distribución Eléctrica Apelp La Pampa Media Tensión  Líneas,2f318f00-f4e4-455e-a67c-0a31c16574be,ERROR,1,2
502,Distribución de petróleo,793c1239-6558-4e02-9fc2-d6b7aadb51d5,ERROR,1,3
503,Disponibilidad de petróleo a fin de mes,805d1a36-43bf-48b3-9f58-67257a44a5ec,ERROR,1,1
504,Compras de GLP,0518e0e9-0ef0-4743-9d0a-94ea96a0a92c,ERROR,1,7
505,Comercialización de hidrocarburos - Plantas fraccionadoras de GLP,197d955b-9a6a-4b2a-8e2d-7799f86e7bd3,ERROR,1,2
506,Comercialización de hidrocarburos - Depósitos de GLP,fd20d7ef-8280-4d40-b07d-e5264b6426f8,ERROR,1,2
507,Comercialización de hidrocarburos - Terminales de despacho de  combustibles líquidos,164bb472-89c3-4fce-bc7a-66244c435439,ERROR,1,2
508,Comercialización de hidrocarburos - Combustibles líquidos - Aeroplantas,65715f3c-b0f2-4bfa-be79-9160f5a48eca,ERROR,1,2
509,Comercialización Hidrocarburos Combustibles Líquidos,d8401b00-086a-4039-b9f1-d67e72a11d1f,ERROR,1,2
510,Certificados de importación según régimen de inversiones mineras,022814e2-f90b-4962-90b3-dc4a4e77d5b6,ERROR,1,1
511,Cantidad de usuarios de redes de gas natural por tipo,b91e8d31-f78a-468d-806d-ec2fbd75d997,ERROR,1,1
512,Cantidad de usuarios  de redes de gas natural por provincia,4bc57234-f03b-433c-bc97-49961eee568d,ERROR,1,1
513,Cantidad de usuarios de gas natural de red por segmento de calle,4bcbcf38-5c16-4812-83f7-f5710f50b74a,ERROR,1,2
514,Balanza comercial minera,7408deaa-b077-4915-b394-53224607e2bf,ERROR,1,1
515,Autoridades nacionales desde 1944,17a0a733-7b25-49fb-8bd1-d02e3901bf30,ERROR,1,1
516,Inspecciones de abastecimiento en instalaciones de hidrocarburos,fb4c7976-d175-49ad-99ba-38ce6663e473,ERROR,1,1
517,Actividad ambiental de petróleo y gas,3349d186-fd92-46a7-bd9c-9138653aed37,ERROR,1,3
518,Telefonía móvil: número de llamadas salientes,61b8a455-d6a4-4637-a636-d74fde8f8b35,ERROR,1,3
519,Telefonía móvil: minutos salientes (miles),0d528f77-7c74-4c7d-85ae-03eab5667b59,ERROR,1,3
520,Fomeca: montos aprobados y pagados por entidad beneficiada,dd176007-7cb5-4b7b-a3b9-b034bdfd966c,ERROR,1,3
521,Portabilidad numérica móvil: portaciones netas mensuales por operador,d966551e-693a-4dbc-8090-5ac76d18be8e,ERROR,1,3
522,Instituciones del Sistema Nacional de Ciencia y Tecnología Argentino,d0f68eab-9bf1-4bc7-b736-0d098601a2f2,ERROR,1,2
523,Equipamiento científico-tecnológico,be50e647-71b4-4dd0-b19c-5f45943357aa,ERROR,1,2
524,Recursos humanos en ciencia y tecnología,9af8346c-5ac2-4293-8a51-6aeb208e52c9,ERROR,1,2
525,"Proyectos de ciencia, tecnología e innovación",109f72bd-ac2e-494a-94c0-c9fe29774250,ERROR,1,2
526,"Empresas de ejecución de proyectos de ciencia, tecnología e innovación",fce797dc-f982-4b63-b7e6-8b2c225b83e6,ERROR,1,2
527,Tesauro SAIJ de Derecho Argentino,adf4eafb-cfa1-4436-b480-8505e882ae39,ERROR,1,1
528,Sistema Nacional de Estadísticas sobre Ejecución de la Pena – SNEEP,5971b433-5a38-4f76-bd0a-b557ee8c26bd,ERROR,1,14
529,Registro Unificado de Víctimas del Terrorismo de Estado -RUVTE-,6765cab5-bcc1-4858-acca-f0de9b31ad05,ERROR,1,2
530,Consultas efectuadas en los Centros de Acceso a la Justicia -CAJ-,216b5d5c-c0d5-4389-90cc-7bb52a938401,ERROR,1,2
531,Centros de Acceso a la Justicia -CAJ-,9563c175-3c33-4e8f-979a-8cb6822cf93f,ERROR,1,1
532,Megabits de velocidad entregados por provincia,d16391d5-aa78-4dc2-8eab-2a8033d62a8b,ERROR,1,3
533,Nombres de personas físicas,b8418d41-8e0c-4e85-8aa8-80d51a840132,ERROR,1,21
534,Resultados Electorales 2015,f40188b7-e7fd-49a3-96ed-f13e8170dcdb,ERROR,1,20
535,Inmuebles Propios del Estado Nacional y Alquilados,9a01a890-5f12-4079-bcc7-cae0f37db520,ERROR,1,1
536,Ejecución Presupuestaria de la Administración Pública Nacional,89f1a2dd-ad79-4211-87b4-44661d81ac0d,ERROR,1,3
537,Pauta Oficial,122808ec-dcd1-4a9b-aafe-8fa80ac2a2f4,ERROR,4,5
538,Registro Central de Personas Contratadas,becaceb2-dbd0-4879-93bd-5f02bd3b8ca2,ERROR,1,1
539,Estructura Orgánica y Autoridades del Poder Ejecutivo Nacional,ad5b0e15-a9ed-40d5-9827-33a0ece12433,ERROR,1,2
540,Cálculo de Recursos y su Ejecución completo de la Administración Pública Nacional,31d634bb-ebb9-4787-a6a5-620d0bf86a1d,ERROR,1,1
541,Crédito y Gasto completo del Presupuesto de la Administración Pública Nacional,18b9d0e1-b3a4-44e6-9415-2f06b7bd5702,ERROR,1,1
542,Puntos Digitales,7c1a3943-eb36-4871-88cb-e5c053cb4215,ERROR,1,1
543,Sistema de Contrataciones Electrónicas  (Argentina Compra),069b5833-e57d-4d7a-859b-67a80cfdff20,ERROR,1,9
544,Solicitudes de Acceso a la Información Pública,8bc053c8-efc2-485d-97d3-915c476d2741,ERROR,2,2
545,Planes de Apertura de Datos,43c2e6ae-f0a7-4688-b5aa-2aa6f4811a9c,ERROR,2,1
546,Contratos de Alquiler del Estado Nacional como Locador,b9602e2a-163f-4d12-adcb-c0c92f3a49f0,ERROR,1,1
547,Registro Único de Audiencias de Gestión de Intereses,2889b09e-31ca-4f90-912e-2a50db874e33,ERROR,2,2
